"","City","Station","Year","Month","PM2.5","PM10","NO2","SO2","Ozone","AQI","Area.Type","Indicator"
"1104","Ghaziabad","Vasundhara",2018,"January",432,410,107,37,33,448,"Residential","Severe"
"1105","Ghaziabad","Vasundhara",2018,"February",309,283,101,55,32,322,"Residential","Very Poor"
"1106","Ghaziabad","Vasundhara",2018,"March",269,243,84,53,43,287,"Residential","Poor"
"1107","Ghaziabad","Vasundhara",2018,"April",188,253,73,46,47,255,"Residential","Poor"
"1108","Ghaziabad","Vasundhara",2018,"May",213,241,73,44,46,257,"Residential","Poor"
"1109","Ghaziabad","Vasundhara",2018,"June",168,265,44,28,43,275,"Residential","Poor"
"1110","Ghaziabad","Vasundhara",2018,"July",91,102,44,17,35,115,"Residential","Moderate"
"1111","Ghaziabad","Vasundhara",2018,"August",85,115,45,10,22,127,"Residential","Moderate"
"1112","Ghaziabad","Vasundhara",2018,"September",92,120,56,16,40,124,"Residential","Moderate"
"1113","Ghaziabad","Vasundhara",2018,"October",292,299,99,27,50,334,"Residential","Very Poor"
"1114","Ghaziabad","Vasundhara",2018,"November",386,332,119,23,35,392,"Residential","Very Poor"
"1115","Ghaziabad","Vasundhara",2018,"December",420,375,126,38,38,430,"Residential","Severe"
"1116","Ghaziabad","Vasundhara",2019,"January",369,288,106,31,23,375,"Residential","Very Poor"
"1117","Ghaziabad","Vasundhara",2019,"February",270,186,92,23,18,272,"Residential","Poor"
"1118","Ghaziabad","Vasundhara",2019,"March",211,169,84,30,23,219,"Residential","Poor"
"1119","Ghaziabad","Vasundhara",2019,"April",202,245,82,44,50,253,"Residential","Poor"
"1120","Ghaziabad","Vasundhara",2019,"May",194,255,80,37,54,277,"Residential","Poor"
"1121","Ghaziabad","Vasundhara",2019,"June",121,228,66,25,52,237,"Residential","Poor"
"1122","Ghaziabad","Vasundhara",2019,"July",80,150,42,8,34,150,"Residential","Moderate"
"1123","Ghaziabad","Vasundhara",2019,"August",58,91,34,5,28,91,"Residential","Satusafctory"
"1124","Ghaziabad","Vasundhara",2019,"September",60,92,35,7,27,92,"Residential","Satusafctory"
"1125","Ghaziabad","Vasundhara",2019,"October",274,264,67,10,78,296,"Residential","Poor"
"1126","Ghaziabad","Vasundhara",2019,"November",377,342,86,10,62,404,"Residential","Severe"
"1127","Ghaziabad","Vasundhara",2019,"December",403,336,91,8,51,410,"Residential","Severe"
"1128","Ghaziabad","Vasundhara",2020,"January",343,238,89,13,22,343,"Residential","Very Poor"
"1129","Ghaziabad","Vasundhara",2020,"February",284,205,83,13,34,285,"Residential","Poor"
"1130","Ghaziabad","Vasundhara",2020,"March",143,121,55,20,35,150,"Residential","Moderate"
"1131","Ghaziabad","Vasundhara",2020,"April",89,64,36,26,46,111,"Residential","Moderate"
"1132","Ghaziabad","Vasundhara",2020,"May",107,124,34,19,60,133,"Residential","Moderate"
"1133","Ghaziabad","Vasundhara",2020,"June",85,123,24,14,47,133,"Residential","Moderate"
"1134","Ghaziabad","Vasundhara",2020,"July",61,85,17,9,57,91,"Residential","Satusafctory"
"1135","Ghaziabad","Vasundhara",2020,"August",34,48,12,6,32,58,"Residential","Satusafctory"
"1136","Ghaziabad","Vasundhara",2020,"September",101,125,30,8,52,127,"Residential","Moderate"
"1137","Ghaziabad","Vasundhara",2020,"October",271,213,140,8,41,273,"Residential","Poor"
"1138","Ghaziabad","Vasundhara",2020,"November",371,366,144,34,46,400,"Residential","Severe"
"1139","Ghaziabad","Vasundhara",2020,"December",382,311,52,20,50,389,"Residential","Very Poor"
"1140","Ghaziabad","Vasundhara",2021,"January",387,307,1,13,31,392,"Residential","Very Poor"
"1141","Ghaziabad","Vasundhara",2021,"February",346,316,3,20,27,358,"Residential","Very Poor"
"1142","Ghaziabad","Vasundhara",2021,"March",243,271,58,26,46,284,"Residential","Poor"
"1143","Ghaziabad","Vasundhara",2021,"April",201,246,53,45,65,250,"Residential","Poor"
"1144","Ghaziabad","Vasundhara",2021,"May",119,150,38,24,76,161,"Residential","Moderate"
"1145","Ghaziabad","Vasundhara",2021,"June",89,101,36,24,71,129,"Residential","Moderate"
"1146","Ghaziabad","Vasundhara",2021,"July",63,115,31,17,39,115,"Residential","Moderate"
"1147","Ghaziabad","Vasundhara",2021,"August",69,120,29,11,35,121,"Residential","Moderate"
"1148","Ghaziabad","Vasundhara",2021,"September",55,82,27,14,21,83,"Residential","Satusafctory"
"1149","Ghaziabad","Vasundhara",2021,"October",204,207,61,30,50,220,"Residential","Poor"
"1150","Ghaziabad","Vasundhara",2021,"November",390,399,97,33,46,425,"Residential","Severe"
"1151","Ghaziabad","Vasundhara",2021,"December",312,244,79,30,44,312,"Residential","Very Poor"
"1152","Ghaziabad","Vasundhara",2022,"January",313,218,50,18,25,313,"Residential","Very Poor"
"1153","Ghaziabad","Vasundhara",2022,"January",353,277,94,26,6,353,"Residential","Very Poor"
"1154","Ghaziabad","Vasundhara",2022,"January",338,260,100,17,15,338,"Residential","Very Poor"
"1155","Ghaziabad","Vasundhara",2022,"January",337,278,97,20,61,337,"Residential","Very Poor"
"1156","Ghaziabad","Vasundhara",2022,"January",355,259,70,8,48,355,"Residential","Very Poor"
"1157","Ghaziabad","Vasundhara",2022,"January",90,107,31,9,30,107,"Residential","Moderate"
"1158","Ghaziabad","Vasundhara",2022,"January",60,93,19,4,13,93,"Residential","Satusafctory"
"1159","Ghaziabad","Vasundhara",2022,"January",36,51,19,6,13,51,"Residential","Satusafctory"
"1160","Ghaziabad","Vasundhara",2022,"January",35,59,25,3,19,59,"Residential","Satusafctory"
"1161","Ghaziabad","Vasundhara",2022,"January",135,126,37,12,23,135,"Residential","Moderate"
"1162","Ghaziabad","Vasundhara",2022,"January",156,130,24,9,33,156,"Residential","Moderate"
"1163","Ghaziabad","Vasundhara",2022,"January",278,176,46,22,30,278,"Residential","Poor"
"1164","Gorakhpur","MMMUT",2015,"January",0,0,0,0,0,NA,"Residential",NA
"1165","Gorakhpur","MMMUT",2015,"February",0,0,0,0,0,NA,"Residential",NA
"1166","Gorakhpur","MMMUT",2015,"March",0,0,0,0,0,NA,"Residential",NA
"1167","Gorakhpur","MMMUT",2015,"April",0,0,0,0,0,NA,"Residential",NA
"1168","Gorakhpur","MMMUT",2015,"May",0,0,0,0,0,NA,"Residential",NA
"1169","Gorakhpur","MMMUT",2015,"June",0,0,0,0,0,NA,"Residential",NA
"1170","Gorakhpur","MMMUT",2015,"July",0,0,0,0,0,NA,"Residential",NA
"1171","Gorakhpur","MMMUT",2015,"August",0,0,0,0,0,NA,"Residential",NA
"1172","Gorakhpur","MMMUT",2015,"September",0,0,0,0,0,NA,"Residential",NA
"1173","Gorakhpur","MMMUT",2015,"October",0,0,0,0,0,NA,"Residential",NA
"1174","Gorakhpur","MMMUT",2015,"November",0,0,0,0,0,NA,"Residential",NA
"1175","Gorakhpur","MMMUT",2015,"December",0,0,0,0,0,NA,"Residential",NA
"1176","Gorakhpur","MMMUT",2016,"January",0,0,0,0,0,NA,"Residential",NA
"1177","Gorakhpur","MMMUT",2016,"February",0,0,0,0,0,NA,"Residential",NA
"1178","Gorakhpur","MMMUT",2016,"March",0,0,0,0,0,NA,"Residential",NA
"1179","Gorakhpur","MMMUT",2016,"April",0,0,0,0,0,NA,"Residential",NA
"1180","Gorakhpur","MMMUT",2016,"May",0,0,0,0,0,NA,"Residential",NA
"1181","Gorakhpur","MMMUT",2016,"June",0,0,0,0,0,NA,"Residential",NA
"1182","Gorakhpur","MMMUT",2016,"July",0,0,0,0,0,NA,"Residential",NA
"1183","Gorakhpur","MMMUT",2016,"August",0,0,0,0,0,NA,"Residential",NA
"1184","Gorakhpur","MMMUT",2016,"September",0,0,0,0,0,NA,"Residential",NA
"1185","Gorakhpur","MMMUT",2016,"October",0,0,0,0,0,NA,"Residential",NA
"1186","Gorakhpur","MMMUT",2016,"November",0,0,0,0,0,NA,"Residential",NA
"1187","Gorakhpur","MMMUT",2016,"December",0,0,0,0,0,NA,"Residential",NA
"1188","Gorakhpur","MMMUT",2017,"January",0,0,0,0,0,NA,"Residential",NA
"1189","Gorakhpur","MMMUT",2017,"February",0,0,0,0,0,NA,"Residential",NA
"1190","Gorakhpur","MMMUT",2017,"March",0,0,0,0,0,NA,"Residential",NA
"1191","Gorakhpur","MMMUT",2017,"April",0,0,0,0,0,NA,"Residential",NA
"1192","Gorakhpur","MMMUT",2017,"May",0,0,0,0,0,NA,"Residential",NA
"1193","Gorakhpur","MMMUT",2017,"June",0,0,0,0,0,NA,"Residential",NA
"1194","Gorakhpur","MMMUT",2017,"July",0,0,0,0,0,NA,"Residential",NA
"1195","Gorakhpur","MMMUT",2017,"August",0,0,0,0,0,NA,"Residential",NA
"1196","Gorakhpur","MMMUT",2017,"September",0,0,0,0,0,NA,"Residential",NA
"1197","Gorakhpur","MMMUT",2017,"October",0,0,0,0,0,NA,"Residential",NA
"1198","Gorakhpur","MMMUT",2017,"November",0,0,0,0,0,NA,"Residential",NA
"1199","Gorakhpur","MMMUT",2017,"December",0,0,0,0,0,NA,"Residential",NA
"1200","Gorakhpur","MMMUT",2018,"January",0,0,0,0,0,NA,"Residential",NA
"1201","Gorakhpur","MMMUT",2018,"February",0,0,0,0,0,NA,"Residential",NA
"1202","Gorakhpur","MMMUT",2018,"March",0,0,0,0,0,NA,"Residential",NA
"1203","Gorakhpur","MMMUT",2018,"April",0,0,0,0,0,NA,"Residential",NA
"1204","Gorakhpur","MMMUT",2018,"May",0,0,0,0,0,NA,"Residential",NA
"1205","Gorakhpur","MMMUT",2018,"June",0,0,0,0,0,NA,"Residential",NA
"1206","Gorakhpur","MMMUT",2018,"July",0,0,0,0,0,NA,"Residential",NA
"1207","Gorakhpur","MMMUT",2018,"August",0,0,0,0,0,NA,"Residential",NA
"1208","Gorakhpur","MMMUT",2018,"September",0,0,0,0,0,NA,"Residential",NA
"1209","Gorakhpur","MMMUT",2018,"October",0,0,0,0,0,NA,"Residential",NA
"1210","Gorakhpur","MMMUT",2018,"November",0,0,0,0,0,NA,"Residential",NA
"1211","Gorakhpur","MMMUT",2018,"December",0,0,0,0,0,NA,"Residential",NA
"1212","Gorakhpur","MMMUT",2019,"January",0,0,0,0,0,NA,"Residential",NA
"1213","Gorakhpur","MMMUT",2019,"February",0,0,0,0,0,NA,"Residential",NA
"1214","Gorakhpur","MMMUT",2019,"March",0,0,0,0,0,NA,"Residential",NA
"1215","Gorakhpur","MMMUT",2019,"April",0,0,0,0,0,NA,"Residential",NA
"1216","Gorakhpur","MMMUT",2019,"May",0,0,0,0,0,NA,"Residential",NA
"1217","Gorakhpur","MMMUT",2019,"June",0,0,0,0,0,NA,"Residential",NA
"1218","Gorakhpur","MMMUT",2019,"July",0,0,0,0,0,NA,"Residential",NA
"1219","Gorakhpur","MMMUT",2019,"August",0,0,0,0,0,NA,"Residential",NA
"1220","Gorakhpur","MMMUT",2019,"September",0,0,0,0,0,NA,"Residential",NA
"1221","Gorakhpur","MMMUT",2019,"October",0,0,0,0,0,NA,"Residential",NA
"1222","Gorakhpur","MMMUT",2019,"November",0,0,0,0,0,NA,"Residential",NA
"1223","Gorakhpur","MMMUT",2019,"December",0,0,0,0,0,NA,"Residential",NA
"1224","Gorakhpur","MMMUT",2020,"January",0,0,0,0,0,NA,"Residential",NA
"1225","Gorakhpur","MMMUT",2020,"February",0,0,0,0,0,NA,"Residential",NA
"1226","Gorakhpur","MMMUT",2020,"March",0,0,0,0,0,NA,"Residential",NA
"1227","Gorakhpur","MMMUT",2020,"April",0,0,0,0,0,NA,"Residential",NA
"1228","Gorakhpur","MMMUT",2020,"May",0,0,0,0,0,NA,"Residential",NA
"1229","Gorakhpur","MMMUT",2020,"June",0,0,0,0,0,NA,"Residential",NA
"1230","Gorakhpur","MMMUT",2020,"July",0,0,0,0,0,NA,"Residential",NA
"1231","Gorakhpur","MMMUT",2020,"August",0,0,0,0,0,NA,"Residential",NA
"1232","Gorakhpur","MMMUT",2020,"September",0,0,0,0,0,NA,"Residential",NA
"1233","Gorakhpur","MMMUT",2020,"October",0,0,0,0,0,NA,"Residential",NA
"1234","Gorakhpur","MMMUT",2020,"November",0,0,0,0,0,NA,"Residential",NA
"1235","Gorakhpur","MMMUT",2020,"December",0,0,0,0,0,NA,"Residential",NA
"1236","Gorakhpur","MMMUT",2021,"January",0,0,0,0,0,NA,"Residential",NA
"1237","Gorakhpur","MMMUT",2021,"February",0,0,0,0,0,NA,"Residential",NA
"1238","Gorakhpur","MMMUT",2021,"March",0,0,0,0,0,NA,"Residential",NA
"1239","Gorakhpur","MMMUT",2021,"April",0,0,0,0,0,NA,"Residential",NA
"1240","Gorakhpur","MMMUT",2021,"May",0,0,0,0,0,NA,"Residential",NA
"1241","Gorakhpur","MMMUT",2021,"June",2,2,0,0,0,64,"Residential","Satusafctory"
"1242","Gorakhpur","MMMUT",2021,"July",22,24,2,4,11,24,"Residential","Good"
"1243","Gorakhpur","MMMUT",2021,"August",18,19,2,7,6,20,"Residential","Good"
"1244","Gorakhpur","MMMUT",2021,"September",23,26,2,8,6,27,"Residential","Good"
"1245","Gorakhpur","MMMUT",2021,"October",114,92,2,13,7,129,"Residential","Moderate"
"1246","Gorakhpur","MMMUT",2021,"November",289,173,2,17,9,289,"Residential","Poor"
"1247","Gorakhpur","MMMUT",2021,"December",126,100,2,20,12,128,"Residential","Moderate"
"1248","Gorakhpur","MMMUT",2022,"January",105,97,2,22,8,113,"Residential","Moderate"
"1249","Gorakhpur","MMMUT",2022,"January",168,118,2,20,9,168,"Residential","Moderate"
"1250","Gorakhpur","MMMUT",2022,"January",220,130,2,20,9,220,"Residential","Poor"
"1251","Gorakhpur","MMMUT",2022,"January",190,122,2,21,7,190,"Residential","Moderate"
"1252","Gorakhpur","MMMUT",2022,"January",249,145,2,21,10,249,"Residential","Poor"
"1253","Gorakhpur","MMMUT",2022,"January",191,124,2,21,4,191,"Residential","Moderate"
"1254","Gorakhpur","MMMUT",2022,"January",94,83,2,22,4,94,"Residential","Satusafctory"
"1255","Gorakhpur","MMMUT",2022,"January",74,66,2,22,4,74,"Residential","Satusafctory"
"1256","Gorakhpur","MMMUT",2022,"January",79,72,2,22,3,79,"Residential","Satusafctory"
"1257","Gorakhpur","MMMUT",2022,"January",69,67,2,23,4,69,"Residential","Satusafctory"
"1258","Gorakhpur","MMMUT",2022,"January",65,70,2,24,4,70,"Residential","Satusafctory"
"1259","Gorakhpur","MMMUT",2022,"January",70,70,2,22,10,73,"Residential","Satusafctory"
"1260","Greater Noida","Knowledge Park III",2015,"January",0,0,0,0,0,NA,"Business",NA
"1261","Greater Noida","Knowledge Park III",2015,"February",0,0,0,0,0,NA,"Business",NA
"1262","Greater Noida","Knowledge Park III",2015,"March",0,0,0,0,0,NA,"Business",NA
"1263","Greater Noida","Knowledge Park III",2015,"April",0,0,0,0,0,NA,"Business",NA
"1264","Greater Noida","Knowledge Park III",2015,"May",0,0,0,0,0,NA,"Business",NA
"1265","Greater Noida","Knowledge Park III",2015,"June",0,0,0,0,0,NA,"Business",NA
"1266","Greater Noida","Knowledge Park III",2015,"July",0,0,0,0,0,NA,"Business",NA
"1267","Greater Noida","Knowledge Park III",2015,"August",0,0,0,0,0,NA,"Business",NA
"1268","Greater Noida","Knowledge Park III",2015,"September",0,0,0,0,0,NA,"Business",NA
"1269","Greater Noida","Knowledge Park III",2015,"October",0,0,0,0,0,NA,"Business",NA
"1270","Greater Noida","Knowledge Park III",2015,"November",0,0,0,0,0,NA,"Business",NA
"1271","Greater Noida","Knowledge Park III",2015,"December",0,0,0,0,0,NA,"Business",NA
"1272","Greater Noida","Knowledge Park III",2016,"January",0,0,0,0,0,NA,"Business",NA
"1273","Greater Noida","Knowledge Park III",2016,"February",0,0,0,0,0,NA,"Business",NA
"1274","Greater Noida","Knowledge Park III",2016,"March",0,0,0,0,0,NA,"Business",NA
"1275","Greater Noida","Knowledge Park III",2016,"April",0,0,0,0,0,NA,"Business",NA
"1276","Greater Noida","Knowledge Park III",2016,"May",0,0,0,0,0,NA,"Business",NA
"1277","Greater Noida","Knowledge Park III",2016,"June",0,0,0,0,0,NA,"Business",NA
"1278","Greater Noida","Knowledge Park III",2016,"July",0,0,0,0,0,NA,"Business",NA
"1279","Greater Noida","Knowledge Park III",2016,"August",0,0,0,0,0,NA,"Business",NA
"1280","Greater Noida","Knowledge Park III",2016,"September",0,0,0,0,0,NA,"Business",NA
"1281","Greater Noida","Knowledge Park III",2016,"October",0,0,0,0,0,NA,"Business",NA
"1282","Greater Noida","Knowledge Park III",2016,"November",0,0,0,0,0,NA,"Business",NA
"1283","Greater Noida","Knowledge Park III",2016,"December",0,0,0,0,0,NA,"Business",NA
"1284","Greater Noida","Knowledge Park III",2017,"January",0,0,0,0,0,NA,"Business",NA
"1285","Greater Noida","Knowledge Park III",2017,"February",0,0,0,0,0,NA,"Business",NA
"1286","Greater Noida","Knowledge Park III",2017,"March",0,0,0,0,0,NA,"Business",NA
"1287","Greater Noida","Knowledge Park III",2017,"April",0,0,0,0,0,NA,"Business",NA
"1288","Greater Noida","Knowledge Park III",2017,"May",0,0,0,0,0,NA,"Business",NA
"1289","Greater Noida","Knowledge Park III",2017,"June",0,0,0,0,0,NA,"Business",NA
"1290","Greater Noida","Knowledge Park III",2017,"July",0,0,0,0,0,NA,"Business",NA
"1291","Greater Noida","Knowledge Park III",2017,"August",0,0,0,0,0,NA,"Business",NA
"1292","Greater Noida","Knowledge Park III",2017,"September",0,0,0,0,0,NA,"Business",NA
"1293","Greater Noida","Knowledge Park III",2017,"October",0,0,0,0,0,NA,"Business",NA
"1294","Greater Noida","Knowledge Park III",2017,"November",0,0,0,0,0,NA,"Business",NA
"1295","Greater Noida","Knowledge Park III",2017,"December",0,0,0,0,0,NA,"Business",NA
"1296","Greater Noida","Knowledge Park III",2018,"January",0,0,0,0,0,NA,"Business",NA
"1297","Greater Noida","Knowledge Park III",2018,"February",0,0,0,0,0,NA,"Business",NA
"1298","Greater Noida","Knowledge Park III",2018,"March",0,0,0,0,0,NA,"Business",NA
"1299","Greater Noida","Knowledge Park III",2018,"April",0,0,0,0,0,NA,"Business",NA
"1300","Greater Noida","Knowledge Park III",2018,"May",45,46,15,7,8,224,"Business","Poor"
"1301","Greater Noida","Knowledge Park III",2018,"June",158,264,27,17,29,295,"Business","Poor"
"1302","Greater Noida","Knowledge Park III",2018,"July",74,99,29,10,21,104,"Business","Moderate"
"1303","Greater Noida","Knowledge Park III",2018,"August",79,116,27,10,18,122,"Business","Moderate"
"1304","Greater Noida","Knowledge Park III",2018,"September",87,128,45,13,16,128,"Business","Moderate"
"1305","Greater Noida","Knowledge Park III",2018,"October",284,270,61,25,26,298,"Business","Poor"
"1306","Greater Noida","Knowledge Park III",2018,"November",368,331,103,18,52,374,"Business","Very Poor"
"1307","Greater Noida","Knowledge Park III",2018,"December",394,346,144,15,40,397,"Business","Very Poor"
"1308","Greater Noida","Knowledge Park III",2019,"January",346,272,104,21,19,348,"Business","Very Poor"
"1309","Greater Noida","Knowledge Park III",2019,"February",253,182,76,19,36,256,"Business","Poor"
"1310","Greater Noida","Knowledge Park III",2019,"March",179,166,71,35,59,191,"Business","Moderate"
"1311","Greater Noida","Knowledge Park III",2019,"April",177,210,66,43,68,218,"Business","Poor"
"1312","Greater Noida","Knowledge Park III",2019,"May",150,225,73,35,72,227,"Business","Poor"
"1313","Greater Noida","Knowledge Park III",2019,"June",100,185,22,28,74,186,"Business","Moderate"
"1314","Greater Noida","Knowledge Park III",2019,"July",66,115,32,16,36,115,"Business","Moderate"
"1315","Greater Noida","Knowledge Park III",2019,"August",44,84,34,17,25,84,"Business","Satusafctory"
"1316","Greater Noida","Knowledge Park III",2019,"September",52,84,30,19,25,84,"Business","Satusafctory"
"1317","Greater Noida","Knowledge Park III",2019,"October",233,228,137,22,43,262,"Business","Poor"
"1318","Greater Noida","Knowledge Park III",2019,"November",295,267,190,23,35,360,"Business","Very Poor"
"1319","Greater Noida","Knowledge Park III",2019,"December",309,239,78,12,22,357,"Business","Very Poor"
"1320","Greater Noida","Knowledge Park III",2020,"January",273,190,64,13,18,315,"Business","Very Poor"
"1321","Greater Noida","Knowledge Park III",2020,"February",234,171,80,19,37,247,"Business","Poor"
"1322","Greater Noida","Knowledge Park III",2020,"March",81,83,35,13,34,119,"Business","Moderate"
"1323","Greater Noida","Knowledge Park III",2020,"April",76,107,7,15,61,108,"Business","Moderate"
"1324","Greater Noida","Knowledge Park III",2020,"May",69,104,20,16,64,116,"Business","Moderate"
"1325","Greater Noida","Knowledge Park III",2020,"June",70,113,29,11,30,113,"Business","Moderate"
"1326","Greater Noida","Knowledge Park III",2020,"July",45,68,18,7,17,68,"Business","Satusafctory"
"1327","Greater Noida","Knowledge Park III",2020,"August",33,43,14,9,18,50,"Business","Satusafctory"
"1328","Greater Noida","Knowledge Park III",2020,"September",91,114,54,14,38,117,"Business","Moderate"
"1329","Greater Noida","Knowledge Park III",2020,"October",278,251,115,27,53,285,"Business","Poor"
"1330","Greater Noida","Knowledge Park III",2020,"November",354,303,93,19,42,366,"Business","Very Poor"
"1331","Greater Noida","Knowledge Park III",2020,"December",375,305,121,17,34,383,"Business","Very Poor"
"1332","Greater Noida","Knowledge Park III",2021,"January",308,212,68,11,15,351,"Business","Very Poor"
"1333","Greater Noida","Knowledge Park III",2021,"February",107,93,44,9,15,283,"Business","Poor"
"1334","Greater Noida","Knowledge Park III",2021,"March",125,131,47,14,31,234,"Business","Poor"
"1335","Greater Noida","Knowledge Park III",2021,"April",125,181,51,27,59,185,"Business","Moderate"
"1336","Greater Noida","Knowledge Park III",2021,"May",78,113,19,8,46,116,"Business","Moderate"
"1337","Greater Noida","Knowledge Park III",2021,"June",80,79,25,9,43,132,"Business","Moderate"
"1338","Greater Noida","Knowledge Park III",2021,"July",54,85,24,9,38,91,"Business","Satusafctory"
"1339","Greater Noida","Knowledge Park III",2021,"August",53,94,28,11,47,100,"Business","Moderate"
"1340","Greater Noida","Knowledge Park III",2021,"September",42,66,24,12,35,67,"Business","Satusafctory"
"1341","Greater Noida","Knowledge Park III",2021,"October",158,164,40,19,47,192,"Business","Moderate"
"1342","Greater Noida","Knowledge Park III",2021,"November",357,301,41,21,44,363,"Business","Very Poor"
"1343","Greater Noida","Knowledge Park III",2021,"December",313,241,20,18,27,316,"Business","Very Poor"
"1344","Greater Noida","Knowledge Park III",2022,"January",277,181,15,17,11,277,"Business","Poor"
"1345","Greater Noida","Knowledge Park III",2022,"January",332,227,13,14,14,332,"Business","Very Poor"
"1346","Greater Noida","Knowledge Park III",2022,"January",309,194,8,19,15,309,"Business","Very Poor"
"1347","Greater Noida","Knowledge Park III",2022,"January",300,194,6,19,14,300,"Business","Very Poor"
"1348","Greater Noida","Knowledge Park III",2022,"January",328,201,8,16,11,328,"Business","Very Poor"
"1349","Greater Noida","Knowledge Park III",2022,"January",96,90,5,12,11,96,"Business","Satusafctory"
"1350","Greater Noida","Knowledge Park III",2022,"January",91,88,7,15,8,91,"Business","Satusafctory"
"1351","Greater Noida","Knowledge Park III",2022,"January",72,64,10,12,6,72,"Business","Satusafctory"
"1352","Greater Noida","Knowledge Park III",2022,"January",72,67,13,10,8,72,"Business","Satusafctory"
"1353","Greater Noida","Knowledge Park III",2022,"January",133,122,23,12,15,133,"Business","Moderate"
"1354","Greater Noida","Knowledge Park III",2022,"January",180,142,28,11,16,180,"Business","Moderate"
"1355","Greater Noida","Knowledge Park III",2022,"January",282,194,18,17,26,282,"Business","Poor"
"1356","Greater Noida","Knowledge Park V",2015,"January",0,0,0,0,0,NA,"Business",NA
"1357","Greater Noida","Knowledge Park V",2015,"February",0,0,0,0,0,NA,"Business",NA
"1358","Greater Noida","Knowledge Park V",2015,"March",0,0,0,0,0,NA,"Business",NA
"1359","Greater Noida","Knowledge Park V",2015,"April",0,0,0,0,0,NA,"Business",NA
"1360","Greater Noida","Knowledge Park V",2015,"May",0,0,0,0,0,NA,"Business",NA
"1361","Greater Noida","Knowledge Park V",2015,"June",0,0,0,0,0,NA,"Business",NA
"1362","Greater Noida","Knowledge Park V",2015,"July",0,0,0,0,0,NA,"Business",NA
"1363","Greater Noida","Knowledge Park V",2015,"August",0,0,0,0,0,NA,"Business",NA
"1364","Greater Noida","Knowledge Park V",2015,"September",0,0,0,0,0,NA,"Business",NA
"1365","Greater Noida","Knowledge Park V",2015,"October",0,0,0,0,0,NA,"Business",NA
"1366","Greater Noida","Knowledge Park V",2015,"November",0,0,0,0,0,NA,"Business",NA
"1367","Greater Noida","Knowledge Park V",2015,"December",0,0,0,0,0,NA,"Business",NA
"1368","Greater Noida","Knowledge Park V",2016,"January",0,0,0,0,0,NA,"Business",NA
"1369","Greater Noida","Knowledge Park V",2016,"February",0,0,0,0,0,NA,"Business",NA
"1370","Greater Noida","Knowledge Park V",2016,"March",0,0,0,0,0,NA,"Business",NA
"1371","Greater Noida","Knowledge Park V",2016,"April",0,0,0,0,0,NA,"Business",NA
"1372","Greater Noida","Knowledge Park V",2016,"May",0,0,0,0,0,NA,"Business",NA
"1373","Greater Noida","Knowledge Park V",2016,"June",0,0,0,0,0,NA,"Business",NA
"1374","Greater Noida","Knowledge Park V",2016,"July",0,0,0,0,0,NA,"Business",NA
"1375","Greater Noida","Knowledge Park V",2016,"August",0,0,0,0,0,NA,"Business",NA
"1376","Greater Noida","Knowledge Park V",2016,"September",0,0,0,0,0,NA,"Business",NA
"1377","Greater Noida","Knowledge Park V",2016,"October",0,0,0,0,0,NA,"Business",NA
"1378","Greater Noida","Knowledge Park V",2016,"November",0,0,0,0,0,NA,"Business",NA
"1379","Greater Noida","Knowledge Park V",2016,"December",0,0,0,0,0,NA,"Business",NA
"1380","Greater Noida","Knowledge Park V",2017,"January",0,0,0,0,0,NA,"Business",NA
"1381","Greater Noida","Knowledge Park V",2017,"February",0,0,0,0,0,NA,"Business",NA
"1382","Greater Noida","Knowledge Park V",2017,"March",0,0,0,0,0,NA,"Business",NA
"1383","Greater Noida","Knowledge Park V",2017,"April",0,0,0,0,0,NA,"Business",NA
"1384","Greater Noida","Knowledge Park V",2017,"May",0,0,0,0,0,NA,"Business",NA
"1385","Greater Noida","Knowledge Park V",2017,"June",0,0,0,0,0,NA,"Business",NA
"1386","Greater Noida","Knowledge Park V",2017,"July",0,0,0,0,0,NA,"Business",NA
"1387","Greater Noida","Knowledge Park V",2017,"August",0,0,0,0,0,NA,"Business",NA
"1388","Greater Noida","Knowledge Park V",2017,"September",0,0,0,0,0,NA,"Business",NA
"1389","Greater Noida","Knowledge Park V",2017,"October",0,0,0,0,0,NA,"Business",NA
"1390","Greater Noida","Knowledge Park V",2017,"November",0,0,0,0,0,NA,"Business",NA
"1391","Greater Noida","Knowledge Park V",2017,"December",0,0,0,0,0,NA,"Business",NA
"1392","Greater Noida","Knowledge Park V",2018,"January",0,0,0,0,0,NA,"Business",NA
"1393","Greater Noida","Knowledge Park V",2018,"February",0,0,0,0,0,NA,"Business",NA
"1394","Greater Noida","Knowledge Park V",2018,"March",0,0,0,0,0,NA,"Business",NA
"1395","Greater Noida","Knowledge Park V",2018,"April",0,0,0,0,0,NA,"Business",NA
"1396","Greater Noida","Knowledge Park V",2018,"May",0,0,0,0,0,NA,"Business",NA
"1397","Greater Noida","Knowledge Park V",2018,"June",0,0,0,0,0,NA,"Business",NA
"1398","Greater Noida","Knowledge Park V",2018,"July",0,0,0,0,0,NA,"Business",NA
"1399","Greater Noida","Knowledge Park V",2018,"August",0,0,0,0,0,NA,"Business",NA
"1400","Greater Noida","Knowledge Park V",2018,"September",0,0,0,0,0,NA,"Business",NA
"1401","Greater Noida","Knowledge Park V",2018,"October",0,0,0,0,0,NA,"Business",NA
